timestamp,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Global radiation,Precipitation Total
20211029T0400,18.199215,0,0,0,0,0,0
20211029T0500,17.889214,0,0,0,0,0,0
20211029T0600,17.549213,0,0.89,0.035357296,0.8546427,1.7446427,0
20211029T0700,19.549213,0,87.22,49.52279,37.697212,124.917212,0
20211029T0800,20.179214,0,134.39,32.377747,102.01225,236.40225,0.4
20211029T0900,20.559214,0,157.53,6.885193,150.6448,308.1748,0.4
20211029T1000,20.869213,0,202.03,7.824234,194.20576,396.23576,0.3
20211029T1100,21.209213,0,242.97,9.505447,233.46455,476.43455,0.3
20211029T1200,21.379213,0,257.21,9.780655,247.42934,504.63934,0.4
20211029T1300,21.489214,0,261.66,10.676376,250.98363,512.64363,0.2
20211029T1400,21.369213,0,249.2,-5.684906,254.8849,504.0849,0.4
20211029T1500,21.009214,0,204.7,2.2306976,202.4693,407.1693,0.4
20211029T1600,20.449213,0,119.259995,4.7693787,114.490616,233.750611,0.4
20211029T1700,19.979214,0,48.95,1.6733704,47.27663,96.22663,0.3
20211029T1800,19.549213,0,8.01,0.30913258,7.7008677,15.7108677,0.1
20211029T1900,19.099213,0,0,0,0,0,0
20211029T2000,18.929214,0,0,0,0,0,0
20211029T2100,18.819214,0,0,0,0,0,0
20211029T2200,18.799213,0,0,0,0,0,0
20211029T2300,18.629213,0,0,0,0,0,0
20211030T0000,18.259212,0,0,0,0,0,0
20211030T0100,17.869213,0,0,0,0,0,0
20211030T0200,17.569214,0,0,0,0,0,0
20211030T0300,17.449215,0,0,0,0,0,0
20211030T0400,17.429214,0,0,0,0,0,0
20211030T0500,17.469213,0,0,0,0,0,0
20211030T0600,17.559214,0,0.89,0.0361678,0.8538322,1.7438322,0
20211030T0700,17.209213,0,83.659996,48.862858,34.79714,118.457136,0
20211030T0800,19.569214,0,298.15,188.5589,109.591095,407.741095,0
20211030T0900,20.749214,27.446808,361.34,223.80397,137.53603,498.87603,0
20211030T1000,21.679214,11.489361,311.5,58.98236,252.51764,564.01764,0
20211030T1100,22.339214,0,376.47,72.2955,304.1745,680.6445,0
20211030T1200,22.599215,5.7446804,370.24,46.399353,323.84064,694.08064,0
20211030T1300,22.079214,13.404254,296.37,0.34869385,296.0213,592.3913,0.1
20211030T1400,21.639214,0,248.31,-5.7545776,254.06458,502.37458,0.2
20211030T1500,21.209213,0,194.91,8.880905,186.0291,380.9391,0.3
20211030T1600,20.549213,0,114.81,4.334259,110.47574,225.28574,0.4
20211030T1700,19.869213,0,39.16,0.8974571,38.262543,77.422543,0.6
20211030T1800,19.029213,0,7.12,0.23151922,6.8884807,14.0084807,0.6
20211030T1900,18.759212,0,0,0,0,0,0.3
20211030T2000,18.809214,0,0,0,0,0,0
20211030T2100,18.759212,0,0,0,0,0,0
20211030T2200,18.609215,0,0,0,0,0,0
20211030T2300,18.419214,0,0,0,0,0,0
20211031T0000,18.169214,0,0,0,0,0,0
20211031T0100,17.909214,0,0,0,0,0,0
20211031T0200,17.619213,0,0,0,0,0,0
20211031T0300,17.369213,0,0,0,0,0,0
20211031T0400,17.109215,0,0,0,0,0,0
20211031T0500,16.839214,0,0,0,0,0,0
20211031T0600,16.639214,0,0.89,0.03700912,0.85299087,1.74299087,0
20211031T0700,19.039215,0,124.6,67.60719,56.99281,181.59281,0
20211031T0800,19.909214,0,213.59999,142.4058,71.19418,284.79417,0.1
20211031T0900,20.469213,0,179.78,9.859543,169.92046,349.70046,0.4
20211031T1000,20.909214,0,227.84,-0.96539307,228.80539,456.64539,0.1
20211031T1100,21.539213,5.7446804,337.31,39.07315,298.23685,635.54685,0
20211031T1200,21.549213,0,312.38998,5.9194946,306.4705,618.86048,0
20211031T1300,21.429214,0,263.44,10.970413,252.46959,515.90959,0.1
20211031T1400,21.179214,0,242.08,10.708069,231.37193,473.45193,0.1
20211031T1500,20.959213,0,211.81999,7.0013885,204.8186,416.63859,0.1
20211031T1600,20.619213,11.489361,150.41,13.462036,136.94797,287.35797,0.1
20211031T1700,20.519215,12.127658,129.05,78.6351,50.414906,179.464906,0
20211031T1800,19.829214,0,50.73,26.83474,23.89526,74.62526,0
20211031T1900,19.439213,0,0,0,0,0,0
20211031T2000,19.159214,0,0,0,0,0,0
20211031T2100,18.609215,0,0,0,0,0,0
20211031T2200,18.489214,0,0,0,0,0,0
20211031T2300,18.509212,0,0,0,0,0,0
20211101T0000,18.509212,0,0,0,0,0,0
20211101T0100,18.429214,0,0,0,0,0,0
20211101T0200,18.319214,0,0,0,0,0,0
20211101T0300,18.209213,0,0,0,0,0,0
20211101T0400,18.129213,0,0,0,0,0,0
20211101T0500,18.149214,0,0,0,0,0,0
20211101T0600,18.209213,0,0,0,0,0,0
20211101T0700,18.989214,0,62.3,48.47097,13.829031,76.129031,0
20211101T0800,19.569214,0,138.84,37.66906,101.17094,240.01094,0
20211101T0900,20.279213,0,169.98999,4.377014,165.61298,335.60297,0
20211101T1000,21.049213,21.702127,293.69998,44.429535,249.27045,542.97043,0
20211101T1100,21.629213,8.93617,365.79,63.77304,302.01697,667.80697,0
20211101T1200,22.229214,6.382978,442.33,116.65823,325.67175,768.00175,0
20211101T1300,23.279213,15.319151,594.52,340.9484,253.57162,848.09162,0
20211101T1400,21.879213,28.723406,398.72,119.33777,279.38223,678.10223,0
20211101T1500,21.699213,9.574467,400.5,212.87263,187.62737,588.12737,0
20211101T1600,21.889214,0,235.84999,99.45706,136.39293,372.24292,0
20211101T1700,20.819214,0,104.13,42.57963,61.550365,165.680365,0.2
20211101T1800,19.989214,6.518439,16.91,8.070233,8.8397665,25.7497665,0.5
20211101T1900,19.349213,0,0,0,0,0,0.3
20211101T2000,18.889214,0,0,0,0,0,0
20211101T2100,18.649214,0,0,0,0,0,0
20211101T2200,18.459213,0,0,0,0,0,0
20211101T2300,18.189213,0,0,0,0,0,0
20211102T0000,17.749214,0,0,0,0,0,0
20211102T0100,17.289215,0,0,0,0,0,0
20211102T0200,16.789215,0,0,0,0,0,0
20211102T0300,16.439213,0,0,0,0,0,0
20211102T0400,16.289215,0,0,0,0,0,0
20211102T0500,16.279213,0,0,0,0,0,0
20211102T0600,16.249214,0,0,0,0,0,0
20211102T0700,18.369213,0,91.67,49.713478,41.95652,133.62652,0
20211102T0800,19.389214,0,173.55,79.83332,93.71668,267.26668,0
20211102T0900,21.119213,0,250.09,69.740234,180.34976,430.43976,0
20211102T1000,21.149214,44.04255,278.57,32.759323,245.81068,524.38068,0
20211102T1100,21.989214,26.80851,374.69,72.666565,302.02344,676.71344,0
20211102T1200,22.179214,8.297872,384.47998,60.42517,324.0548,708.53478,0
20211102T1300,22.629213,9.574467,398.72,80.3197,318.4003,717.1203,0
20211102T1400,21.909214,0,298.15,26.02597,272.12402,570.27402,0.1
20211102T1500,21.629213,7.021276,215.37999,9.822418,205.55757,420.93756,0.1
20211102T1600,21.299213,17.234043,159.31,20.355164,138.95483,298.26483,0.1
20211102T1700,20.759214,9.574467,89.89,26.49255,63.39745,153.28745,0.2
20211102T1800,20.159214,0,16.91,8.180665,8.729335,25.639335,0.3
20211102T1900,19.439213,0,0,0,0,0,0
20211102T2000,19.139214,0,0,0,0,0,0
20211102T2100,18.819214,0,0,0,0,0,0
20211102T2200,18.579214,0,0,0,0,0,0
20211102T2300,18.409214,0,0,0,0,0,0
20211103T0000,18.189213,0,0,0,0,0,0
20211103T0100,17.999214,0,0,0,0,0,0
20211103T0200,17.809214,0,0,0,0,0,0
20211103T0300,17.549213,0,0,0,0,0,0
20211103T0400,17.229214,0,0,0,0,0,0.1
20211103T0500,16.869213,0,0,0,0,0,0.3
20211103T0600,16.519215,0,0,0,0,0,0.2
20211103T0700,17.829214,0,32.93,7.2479286,25.682072,58.612072,0.3
20211103T0800,18.569214,0,80.99,3.1102219,77.879776,158.869776,0.5
20211103T0900,19.929214,0,209.15,31.85199,177.298,386.448,0.2
20211103T1000,20.449213,0,256.32,17.191147,239.12886,495.44886,0.5
20211103T1100,20.329214,0,205.59,5.9737854,199.61621,405.20621,0
20211103T1200,20.319214,0,213.59999,5.751831,207.84816,421.44815,0
20211103T1300,20.349215,0,209.15,5.6544647,203.49553,412.64553,0
20211103T1400,20.339214,0,187.79,5.2490997,182.5409,370.3309,0
20211103T1500,20.349215,0,160.2,5.290558,154.90944,315.10944,0.3
20211103T1600,20.229214,0,129.05,6.01635,123.03365,252.08365,1.2
20211103T1700,19.929214,0,70.31,9.503639,60.80636,131.11636,1.1
20211103T1800,19.399214,0,20.47,13.9382,6.5318,27.0018,0.1
20211103T1900,19.129213,0,0,0,0,0,0.2
20211103T2000,18.999214,0,0,0,0,0,0.1
20211103T2100,18.879213,0,0,0,0,0,0
20211103T2200,18.809214,0,0,0,0,0,0
20211103T2300,18.739214,0,0,0,0,0,0.1
20211104T0000,18.709213,0,0,0,0,0,0.4
20211104T0100,18.689213,0,0,0,0,0,1.1
20211104T0200,18.669214,0,0,0,0,0,1.2
20211104T0300,18.669214,0,0,0,0,0,1
20211104T0400,18.649214,0,0,0,0,0,1.1
20211104T0500,18.659214,0,0,0,0,0,1.2
20211104T0600,18.709213,0,0,0,0,0,0.7
20211104T0700,18.559214,0,90.78,49.201946,41.578053,132.358053,0
20211104T0800,19.339214,0,193.12999,110.6041,82.52589,275.65588,0
20211104T0900,19.909214,0,172.66,6.7571106,165.9029,338.5629,0
20211104T1000,20.489214,0,224.28,-1.5072632,225.78726,450.06726,0
20211104T1100,22.579214,33.19149,453.00998,160.81622,292.19376,745.20374,0
20211104T1200,21.619213,0,298.15,-0.5499573,298.69995,596.84995,0
20211104T1300,21.529213,0,266.11,11.460556,254.64943,520.75943,0
20211104T1400,21.329214,0,233.18,9.836899,223.3431,456.5231,0
20211104T1500,21.069214,0,191.34999,8.645477,182.70451,374.0545,0
20211104T1600,20.779213,0,174.44,33.257538,141.18246,315.62246,0
20211104T1700,20.399214,0,100.57,39.298504,61.271496,161.841496,0
20211104T1800,19.779213,0,25.81,16.211067,9.598931,35.408931,0
20211104T1900,19.379213,0,0,0,0,0,0
20211104T2000,18.819214,0,0,0,0,0,0
20211104T2100,18.349213,0,0,0,0,0,0
20211104T2200,18.089214,0,0,0,0,0,0
20211104T2300,17.969213,0,0,0,0,0,0
20211105T0000,17.849213,0,0,0,0,0,0
20211105T0100,17.689213,0,0,0,0,0,0
20211105T0200,17.499214,0,0,0,0,0,0
20211105T0300,17.339214,0,0,0,0,0,0
20211105T0400,17.219213,0,0,0,0,0,0
20211105T0500,17.169214,0,0,0,0,0,0
20211105T0600,17.199215,0,0,0,0,0,0
20211105T0700,17.629213,0,94.34,51.116314,43.223682,137.563682,0
20211105T0800,19.539215,0,303.49,186.41226,117.07773,420.56773,0
20211105T0900,21.189215,53.61702,446.78,319.72928,127.05072,573.83072,0
20211105T1000,22.079214,53.61702,495.72998,315.13828,180.5917,676.32168,0
20211105T1100,22.559214,53.61702,450.34,158.48245,291.85754,742.19754,0
20211105T1200,22.299213,20.425533,344.43,29.973694,314.4563,658.8863,0
20211105T1300,23.429214,53.61702,383.59,68.2876,315.3024,698.8924,0
20211105T1400,23.179214,53.61702,429.87,160.95541,268.91458,698.78458,0
20211105T1500,23.599215,53.61702,492.16998,386.8584,105.31158,597.48156,0
20211105T1600,23.299213,53.61702,464.58,281.27664,183.30334,647.88334,0
20211105T1700,22.339214,53.61702,264.33,149.31949,115.010506,379.340506,0
20211105T1800,20.819214,39.247074,48.95,25.874796,23.075205,72.025205,0
20211105T1900,19.579214,0,0,0,0,0,0
20211105T2000,18.819214,0,0,0,0,0,0
20211105T2100,18.279213,0,0,0,0,0,0
20211105T2200,17.899214,0,0,0,0,0,0
20211105T2300,17.569214,0,0,0,0,0,0
20211106T0000,17.239214,0,0,0,0,0,0
20211106T0100,16.849213,0,0,0,0,0,0
20211106T0200,16.419214,0,0,0,0,0,0
20211106T0300,15.959214,0,0,0,0,0,0
20211106T0400,15.649214,0,0,0,0,0,0
20211106T0500,15.549213,0,0,0,0,0,0
20211106T0600,15.549213,0,0,0,0,0,0
20211106T0700,17.389214,0,87.22,47.243515,39.976486,127.196486,0
20211106T0800,18.739214,0,250.98,224.73213,26.247858,277.227858,0
20211106T0900,20.059214,0,360.44998,230.2144,130.23558,490.68556,0
20211106T1000,21.759214,51.957447,423.63998,198.35484,225.28514,648.92512,0
20211106T1100,24.119213,51.574467,810.79,570.7665,240.02351,1050.81351,0
20211106T1200,25.019215,52.148937,849.95,612.4922,237.45781,1087.40781,0
20211106T1300,23.979214,53.61702,366.68,53.98227,312.69772,679.37772,0
20211106T1400,23.669214,45.95745,331.97,55.263763,276.70624,608.67624,0
20211106T1500,23.179214,53.61702,268.78,52.174118,216.60588,485.38588,0
20211106T1600,22.529213,16.595745,294.59,196.01132,98.57867,393.16867,0
20211106T1700,21.939215,14.680849,119.259995,66.184494,53.0755,172.335495,0.1
20211106T1800,20.949213,40.84041,30.26,16.811909,13.4480915,43.7080915,0
20211106T1900,19.599213,0,0,0,0,0,0
20211106T2000,18.739214,0,0,0,0,0,0
20211106T2100,18.469213,0,0,0,0,0,0
20211106T2200,18.119213,0,0,0,0,0,0
20211106T2300,17.669214,0,0,0,0,0,0
20211107T0000,17.199215,0,0,0,0,0,0
20211107T0100,16.819214,0,0,0,0,0,0
20211107T0200,16.519215,0,0,0,0,0,0
20211107T0300,16.269215,0,0,0,0,0,0
20211107T0400,16.159214,0,0,0,0,0,0
20211107T0500,16.099213,0,0,0,0,0,0
20211107T0600,16.059214,0,0,0,0,0,0
20211107T0700,18.379213,0,72.979996,44.822983,28.157011,101.137007,0
20211107T0800,19.529213,0,226.06,173.07605,52.983944,279.043944,0
20211107T0900,20.789213,0,334.63998,187.49667,147.14331,481.78329,0
20211107T1000,22.369213,53.61702,441.44,226.57097,214.86903,656.30903,0
20211107T1100,24.619213,52.97872,815.24,570.76685,244.47318,1059.71318,0
20211107T1200,25.319214,53.61702,857.07,613.34094,243.72903,1100.79903,0
20211107T1300,25.629213,53.61702,840.16,599.07324,241.0867,1081.2467,0
20211107T1400,24.309214,42.127663,493.94998,255.06589,238.8841,732.83408,0
20211107T1500,23.659214,35.106384,502.85,412.4784,90.37161,593.22161,0
20211107T1600,23.309214,21.063831,332.86,272.35254,60.507435,393.367435,0
20211107T1700,22.049213,17.234043,140.62,103.811424,36.80857,177.42857,0.2
20211107T1800,20.999214,29.367374,27.59,16.396791,11.193209,38.783209,0
20211107T1900,19.939213,0,0,0,0,0,0
20211107T2000,19.749214,0,0,0,0,0,0
20211107T2100,19.279213,0,0,0,0,0,0
20211107T2200,19.079214,0,0,0,0,0,0
20211107T2300,18.929214,0,0,0,0,0,0
20211108T0000,18.639214,0,0,0,0,0,0
20211108T0100,18.369213,0,0,0,0,0,0
20211108T0200,18.139214,0,0,0,0,0,0
20211108T0300,18.069214,0,0,0,0,0,0
20211108T0400,18.079214,0,0,0,0,0,0
20211108T0500,17.959213,0,0,0,0,0,0
20211108T0600,17.629213,0,0,0,0,0,0
20211108T0700,18.489214,0,40.94,17.068428,23.87157,64.81157,0
20211108T0800,18.959213,0,85.44,3.6995163,81.740486,167.180486,0.1
20211108T0900,19.569214,0,107.689995,2.440796,105.2492,212.939195,0.1
20211108T1000,20.319214,0,179.78,5.897827,173.88217,353.66217,0
20211108T1100,21.269215,0,320.4,30.666504,289.7335,610.1335,0
20211108T1200,21.759214,0,313.28,10.301392,302.9786,616.2586,0
20211108T1300,21.929214,33.19149,291.91998,1.7096558,290.21033,582.13031,0
20211108T1400,22.029213,52.97872,272.34,11.245697,261.0943,533.4343,0
20211108T1500,21.829214,0,225.17,18.18956,206.98044,432.15044,0.2
20211108T1600,21.499214,0,149.52,14.935806,134.5842,284.1042,0.6
20211108T1700,20.929214,0,80.99,19.17321,61.816788,142.806788,0.6
20211108T1800,20.489214,0,14.24,5.2647266,8.975273,23.215273,0.6
20211108T1900,19.769215,0,0,0,0,0,0
20211108T2000,19.709213,0,0,0,0,0,0
20211108T2100,19.529213,0,0,0,0,0,0
20211108T2200,19.219213,0,0,0,0,0,0
20211108T2300,18.689213,0,0,0,0,0,0
20211109T0000,18.179214,0,0,0,0,0,0
20211109T0100,17.919214,0,0,0,0,0,0
20211109T0200,17.729214,0,0,0,0,0,0
20211109T0300,17.449215,0,0,0,0,0,0
20211109T0400,17.059214,0,0,0,0,0,0
20211109T0500,16.649214,0,0,0,0,0,0
20211109T0600,16.379213,0,0,0,0,0,0
20211109T0700,18.349213,0,114.81,62.11743,52.692566,167.502566,0
20211109T0800,19.749214,0,270.56,177.40402,93.155975,363.715975,0
20211109T0900,20.889214,46.021275,307.05,147.12209,159.9279,466.9779,0
20211109T1000,21.649214,46.212765,299.93,54.530777,245.39922,545.32922,0
20211109T1100,21.859213,0,314.16998,26.66803,287.50195,601.67193,0
20211109T1200,21.859213,0,267.88998,11.464752,256.42523,524.31521,0
20211109T1300,21.689215,0,238.51999,8.622314,229.89767,468.41766,0
20211109T1400,21.729214,0,301.71,32.020905,269.6891,571.3991,0.2
20211109T1500,22.279213,0,235.84999,26.141846,209.70815,445.55814,0.1
20211109T1600,21.299213,0,181.56,41.341003,140.219,321.779,0.1
20211109T1700,20.869213,6.382978,136.17,96.3368,39.8332,176.0032,0.1
20211109T1800,20.079214,0,18.69,11.570848,7.1191516,25.8091516,0
20211109T1900,19.839214,0,0,0,0,0,0
20211109T2000,19.289215,0,0,0,0,0,0
20211109T2100,18.919214,0,0,0,0,0,0
20211109T2200,18.529213,0,0,0,0,0,0
20211109T2300,18.249214,0,0,0,0,0,0
20211110T0000,17.939213,0,0,0,0,0,0
20211110T0100,17.699215,0,0,0,0,0,0
20211110T0200,17.459213,0,0,0,0,0,0
20211110T0300,17.209213,0,0,0,0,0,0
20211110T0400,16.949215,0,0,0,0,0,0
20211110T0500,16.639214,0,0,0,0,0,0
20211110T0600,16.569214,0,0,0,0,0,0
20211110T0700,18.169214,0,97.01,52.46688,44.54312,141.55312,0
20211110T0800,19.079214,0,153.97,59.165825,94.80418,248.77418,0
20211110T0900,19.939213,0,181.56,14.406204,167.1538,348.7138,0
20211110T1000,21.619213,0,342.65,98.04709,244.6029,587.2529,0
20211110T1100,22.679214,0,447.66998,160.42355,287.24643,734.91641,0
20211110T1200,23.249214,0.6382978,531.33,240.10745,291.22256,822.55256,0
20211110T1300,23.369213,27.446808,434.32,124.04385,310.27615,744.59615,0
20211110T1400,23.039213,0,320.4,47.468903,272.9311,593.3311,0
20211110T1500,22.599215,0,258.1,44.420776,213.67923,471.77923,0
20211110T1600,21.749214,0,161.09,23.937408,137.15259,298.24259,0.4
20211110T1700,20.969213,0,82.77,21.20023,61.569767,144.339767,0.5
20211110T1800,20.139214,10.974469,15.13,6.445221,8.684779,23.814779,0.5
20211110T1900,19.119213,0,0,0,0,0,0
20211110T2000,18.789215,0,0,0,0,0,0
20211110T2100,18.459213,0,0,0,0,0,0
20211110T2200,18.229214,0,0,0,0,0,0
20211110T2300,17.839214,0,0,0,0,0,0
20211111T0000,17.299213,0,0,0,0,0,0
20211111T0100,16.639214,0,0,0,0,0,0
20211111T0200,15.909214,0,0,0,0,0,0
20211111T0300,15.409214,0,0,0,0,0,0
20211111T0400,15.059214,0,0,0,0,0,0
20211111T0500,14.879213,0,0,0,0,0,0
20211111T0600,14.769214,0,0,0,0,0,0
20211111T0700,16.869213,0,93.45,50.521313,42.928684,136.378684,0
20211111T0800,18.689213,0,277.68,177.79337,99.88663,377.56663,0
20211111T0900,19.989214,0,347.1,213.55083,133.54918,480.64918,0
20211111T1000,22.589214,53.61702,606.08997,444.10376,161.98622,768.07619,0
20211111T1100,24.059214,52.97872,813.45996,565.7666,247.69336,1061.15332,0
20211111T1200,24.869213,53.61702,859.74,609.5515,250.18845,1109.92845,0
20211111T1300,25.129213,53.61702,844.61,596.0552,248.55484,1093.16484,0
20211111T1400,25.139214,53.61702,771.63,527.8217,243.8083,1015.4383,0
20211111T1500,24.689215,53.61702,639.91,413.22552,226.68445,866.59445,0
20211111T1600,23.449213,53.61702,465.47,281.29462,184.17538,649.64538,0
20211111T1700,21.659214,53.61702,260.77,147.1244,113.645584,374.415584,0
20211111T1800,20.129213,37.968086,48.95,25.862785,23.087215,72.037215,0
20211111T1900,19.489214,0,0,0,0,0,0
20211111T2000,18.959213,0,0,0,0,0,0
20211111T2100,18.429214,0,0,0,0,0,0
20211111T2200,17.759212,0,0,0,0,0,0
20211111T2300,17.349213,0,0,0,0,0,0
20211112T0000,17.019215,0,0,0,0,0,0
20211112T0100,16.579214,0,0,0,0,0,0
20211112T0200,15.999214,0,0,0,0,0,0
20211112T0300,15.509213,0,0,0,0,0,0
20211112T0400,15.039214,0,0,0,0,0,0
20211112T0500,14.639214,0,0,0,0,0,0
20211112T0600,14.409214,0,0,0,0,0,0
20211112T0700,15.4692135,0,99.68,53.864914,45.815086,145.495086,0
20211112T0800,18.239214,41.48936,336.41998,196.1023,140.31769,476.73767,0
20211112T0900,21.349215,53.61702,576.72,357.7546,218.96536,795.68536,0
20211112T1000,23.229214,53.61702,717.33997,471.27924,246.06071,963.40068,0
20211112T1100,24.469213,53.61702,816.13,565.22955,250.90047,1067.03047,0
20211112T1200,24.999214,53.61702,860.63,608.6855,251.94453,1112.57453,0
20211112T1300,25.139214,53.61702,846.39,595.52576,250.86426,1097.25426,0
20211112T1400,24.949213,53.61702,770.74,526.8255,243.9145,1014.6545,0
20211112T1500,24.199213,51.06383,477.03998,364.67273,112.367256,589.407236,0
20211112T1600,22.379213,53.61702,307.05,223.99902,83.05096,390.10096,0
20211112T1700,21.279213,53.61702,218.94,123.51086,95.429146,314.369146,0
20211112T1800,19.539215,40.561207,48.059998,25.391954,22.668043,70.728041,0
20211112T1900,19.019215,0,0,0,0,0,0
20211112T2000,18.469213,0,0,0,0,0,0
20211112T2100,18.029213,0,0,0,0,0,0
20211112T2200,17.769215,0,0,0,0,0,0
20211112T2300,17.499214,0,0,0,0,0,0
20211113T0000,17.139214,0,0,0,0,0,0
20211113T0100,16.819214,0,0,0,0,0,0
20211113T0200,16.509212,0,0,0,0,0,0
20211113T0300,16.279213,0,0,0,0,0,0
20211113T0400,16.089214,0,0,0,0,0,0
20211113T0500,15.949214,0,0,0,0,0,0
20211113T0600,15.869214,0,0,0,0,0,0
20211113T0700,17.879213,0,97.9,52.878956,45.021046,142.921046,0
20211113T0800,19.529213,0,299.93,180.08853,119.84145,419.77145,0
20211113T0900,20.139214,0,283.91,118.83681,165.0732,448.9832,0
20211113T1000,21.199213,40.851063,313.28,69.88162,243.39838,556.67838,0
20211113T1100,21.979214,40.851063,353.33,60.927643,292.40234,645.73234,0
20211113T1200,22.439215,0,367.57,53.28482,314.2852,681.8552,0
20211113T1300,22.229214,0,307.94,13.62027,294.31973,602.25973,0.3
20211113T1400,22.109213,0,258.99,4.9322205,254.05777,513.04777,0.3
20211113T1500,21.809214,10.851063,213.59999,11.977631,201.62236,415.22235,0.3
20211113T1600,21.369213,6.382978,153.97,19.046097,134.9239,288.8939,0.2
20211113T1700,20.789213,0,91.67,30.761501,60.908497,152.578497,0.3
20211113T1800,20.209213,0,16.91,8.936726,7.9732738,24.8832738,0.3
20211113T1900,19.579214,0,0,0,0,0,0.2
20211113T2000,18.889214,0,0,0,0,0,0
20211113T2100,18.469213,0,0,0,0,0,0
20211113T2200,18.069214,0,0,0,0,0,0
20211113T2300,17.639214,0,0,0,0,0,0
20211114T0000,17.199215,0,0,0,0,0,0
20211114T0100,16.779213,0,0,0,0,0,0
20211114T0200,16.429214,0,0,0,0,0,0
20211114T0300,16.189213,0,0,0,0,0,0
20211114T0400,16.029213,0,0,0,0,0,0
20211114T0500,15.919214,0,0,0,0,0,0
20211114T0600,15.779214,0,0,0,0,0,0
20211114T0700,18.149214,0,64.97,40.599876,24.370127,89.340127,0
20211114T0800,18.559214,0,162.87,73.84013,89.02986,251.89986,0
20211114T0900,19.459213,0,222.5,49.42009,173.07991,395.57991,0
20211114T1000,20.009212,0,247.42,16.415756,231.00424,478.42424,0
20211114T1100,20.849215,0,286.58,10.723938,275.85605,562.43605,0
20211114T1200,21.629213,0,351.55,40.7731,310.7769,662.3269,0
20211114T1300,21.829214,0,331.97,30.788269,301.18173,633.15173,0.1
20211114T1400,21.519215,22.978725,244.75,-2.6246033,247.3746,492.1246,0.1
20211114T1500,21.489214,0,222.5,18.080276,204.41972,426.91972,0.1
20211114T1600,21.049213,0,145.95999,13.561554,132.39844,278.35843,0.5
20211114T1700,20.539213,0,80.99,19.858688,61.13131,142.12131,0.5
20211114T1800,20.009212,0,15.13,6.508836,8.621164,23.751164,0.2
20211114T1900,19.589214,0,0,0,0,0,0
20211114T2000,19.019215,0,0,0,0,0,0
20211114T2100,18.489214,0,0,0,0,0,0
20211114T2200,18.029213,0,0,0,0,0,0
20211114T2300,17.719213,0,0,0,0,0,0
20211115T0000,17.479214,0,0,0,0,0,0
20211115T0100,17.319214,0,0,0,0,0,0
20211115T0200,17.239214,0,0,0,0,0,0
20211115T0300,17.189213,0,0,0,0,0,0
20211115T0400,17.149214,0,0,0,0,0,0
20211115T0500,17.059214,0,0,0,0,0,0
20211115T0600,16.909214,0,0,0,0,0,0
20211115T0700,18.179214,0,95.229996,51.38989,43.840107,139.070103,0
20211115T0800,19.689213,0,243.86,166.6193,77.240715,321.100715,0
20211115T0900,20.279213,0,235.84999,63.372253,172.47774,408.32773,0
20211115T1000,21.129213,0,255.43,22.429276,233.00072,488.43072,0
20211115T1100,21.969213,0,337.31,48.449005,288.861,626.171,0
20211115T1200,22.289213,0,492.16998,191.3111,300.8589,793.02888,0.5
20211115T1300,22.129213,0,264.33,11.738861,252.59113,516.92113,0.6
20211115T1400,21.899214,0,241.19,-4.166443,245.35645,486.54645,0.6
20211115T1500,21.729214,0,192.23999,9.081024,183.15897,375.39896,0.6
20211115T1600,21.459213,0,137.95,8.560501,129.3895,267.3395,0.8
20211115T1700,20.919214,0,78.32,17.491371,60.82863,139.14863,0.9
20211115T1800,20.269215,0,12.46,3.5141363,8.945864,21.405864,0.6
20211115T1900,19.749214,0,0,0,0,0,0
20211115T2000,19.079214,0,0,0,0,0,0
20211115T2100,18.719213,0,0,0,0,0,0
20211115T2200,18.619213,0,0,0,0,0,0
20211115T2300,18.489214,0,0,0,0,0,0
20211116T0000,18.269215,0,0,0,0,0,0
20211116T0100,18.029213,0,0,0,0,0,0
20211116T0200,17.649214,0,0,0,0,0,0
20211116T0300,17.369213,0,0,0,0,0,0
20211116T0400,17.219213,0,0,0,0,0,0
20211116T0500,17.199215,0,0,0,0,0,0
20211116T0600,17.079214,0,0,0,0,0,0
20211116T0700,18.999214,0,108.58,58.566353,50.01365,158.59365,0
20211116T0800,20.359213,0,227.84,190.25952,37.58047,265.42047,0
20211116T0900,21.289213,53.61702,258.1,89.01511,169.0849,427.1849,0
20211116T1000,22.129213,53.61702,315.06,73.99965,241.06035,556.12035,0
20211116T1100,23.959213,53.61702,590.95996,395.39612,195.56384,786.5238,0
20211116T1200,23.499214,52.97872,438.77,126.31818,312.4518,751.2218,0
20211116T1300,23.379213,32.553192,436.1,131.04059,305.05942,741.15942,0
20211116T1400,22.949213,34.468082,328.41,57.27014,271.13986,599.54986,0
20211116T1500,22.589214,47.234047,273.22998,60.361084,212.8689,486.09888,0
20211116T1600,22.279213,52.97872,197.58,59.356613,138.22339,335.80339,0
20211116T1700,21.729214,29.361702,113.92,60.263042,53.656956,167.576956,0
20211116T1800,20.929214,38.61915,27.59,16.186413,11.403586,38.993586,0
20211116T1900,19.889214,0,0,0,0,0,0
20211116T2000,19.069214,0,0,0,0,0,0
20211116T2100,18.679214,0,0,0,0,0,0
20211116T2200,18.629213,0,0,0,0,0,0
